device_id,ip_address,token,timestamp,uv,temperature,humidity,volt,rotate,pressure,vibration,EventType,EventProcessedUtcTime,EventEnqueuedUtcTime,PartitionId
Device_5,10.163.2.5,token_DRnU5BVY_2021=,2022-07-07 06:40:06,0.7747175260164607,70,91,94.2129019891618,467.53578585340847,110.00787361267614,59.10133118,Telemetry,2021-10-26 05:04:07.698270208,2021-10-25 19:06:37.649523712,0
Device_7,10.163.2.7,token_DRnU5BVY_2021=,2022-07-07 05:53:47,0.31769215671659196,78,88,130.4199036834257,699.2037267000001,75.15212093618806,76.33899047,Telemetry,2021-10-26 05:04:07.668944128,2021-10-25 19:06:28.017539584,0
Device_6,10.163.2.1,token_DRnU5BVY_2021=,2022-07-07 06:34:24,0.9075755708495536,96,100,231.95181224537598,186.26726619999997,180.4797749509359,88.16611606,Telemetry,2021-10-26 05:04:07.850572288,2021-10-25 19:06:16.687681792,0
Device_4,10.163.2.3,token_Alu5lM!l_2021=,2022-07-07 05:53:49,0.3592567728036964,70,74,239.97583360000002,502.4463693281898,178.63952989429353,61.3763436,Telemetry,2021-10-26 05:04:08.059749632,2021-10-25 19:06:42.383681024,0
Device_4,10.163.2.9,token_Alu5lM!l_2021=,2022-07-07 06:43:42,0.45683095080667885,70,100,136.74201447418542,699.2037267000001,141.52427385419568,59.10133118,Telemetry,2021-10-26 05:04:07.846531584,2021-10-25 19:06:37.199739136,0
Device_7,10.163.2.4,token_I!!rf&DI_2021=,2022-07-07 06:30:37,0.30041830914290285,84,100,117.83370401285245,186.26726619999997,188.85850882182658,75.51937165,Telemetry,2021-10-26 05:04:07.779304704,2021-10-25 19:06:41.041979904,0
Device_9,10.163.2.1,token_DRnU5BVY_2021=,2022-07-07 06:10:15,0.21690088126738616,70,87,185.47850134099394,331.9864892336472,199.6499437,59.10133118,Telemetry,2021-10-26 05:04:07.833983232,2021-10-25 19:06:42.557498624,0
Device_1,10.163.2.3,token_I!!rf&DI_2021=,2022-07-07 06:44:38,0.8189853185095692,89,100,195.68222224614735,430.8297799122205,76.80905364471208,64.97470106,Telemetry,2021-10-26 05:04:07.770400512,2021-10-25 19:06:55.381123072,0
Device_4,10.163.2.3,token_I!!rf&DI_2021=,2022-07-07 06:10:09,0.22346395976457656,70,100,177.62500651109912,699.2037267000001,184.69947514237506,85.65917659,Telemetry,2021-10-26 05:04:08.827116288,2021-10-25 19:06:42.294089472,0
Device_1,10.163.2.7,token_$AUAMxTj_2021=,2022-07-07 05:52:16,0.91771425,70,100,103.81078591995531,597.3971061030683,134.2123685928812,70.00232979,Telemetry,2021-10-26 05:04:08.600005376,2021-10-25 19:06:56.727941632,0
