device_id,ip_address,token,timestamp,uv,temperature,humidity,volt,rotate,pressure,vibration,EventType,EventProcessedUtcTime,EventEnqueuedUtcTime,PartitionId
Device_7,10.163.2.9,token_MBftCNa@_2021=,2022-07-07 05:54:42,0.91771425,70,100,206.67586898199895,435.7569268802476,120.84864142487267,72.05271842,Telemetry,2021-10-26 05:04:07.828167168,2021-10-25 19:06:42.500038400,0
Device_3,10.163.2.6,token_DRnU5BVY_2021=,2022-07-07 06:07:48,0.30239326420560075,79,81,171.91278164635844,467.8508162724876,156.23091714460978,80.30368023,Telemetry,2021-10-26 05:04:07.881468416,2021-10-25 19:06:21.654212608,0
Device_4,10.163.2.4,token_I!!rf&DI_2021=,2022-07-07 05:50:16,0.6654653815154421,73,89,188.4492275516223,565.5420087785009,188.26063711966208,86.89082699,Telemetry,2021-10-26 05:04:07.590589440,2021-10-25 19:06:51.353700352,0
Device_3,10.163.2.9,token_PLzaCGwe_2021=,2022-07-07 06:13:02,0.9023029242432137,80,100,239.97583360000002,539.1532953564082,135.30915177808788,59.10133118,Telemetry,2021-10-26 05:04:07.652380160,2021-10-25 19:06:33.710651904,0
Device_3,10.163.2.1,token_PLzaCGwe_2021=,2022-07-07 05:56:18,0.4042618873183627,70,95,223.98351363241437,314.5474642180484,153.1729223049996,74.7017319,Telemetry,2021-10-26 05:04:07.743478784,2021-10-25 19:06:59.631193088,0
Device_5,10.163.2.7,token_I!!rf&DI_2021=,2022-07-07 05:56:03,0.8669580309066054,71,81,150.92989102177728,314.1632119810598,199.6499437,81.76975128,Telemetry,2021-10-26 05:04:07.548092672,2021-10-25 19:06:53.621016832,0
Device_3,10.163.2.7,token_I!!rf&DI_2021=,2022-07-07 05:57:18,0.23241716975198848,79,99,125.52258083069634,699.2037267000001,149.62391281530853,69.0632421,Telemetry,2021-10-26 05:04:08.698509312,2021-10-25 19:06:45.355293696,0
Device_9,10.163.2.1,token_MBftCNa@_2021=,2022-07-07 06:49:32,0.4637141687921449,70,90,163.74759792127813,688.737595197787,84.46699718135311,77.79732417,Telemetry,2021-10-26 05:04:08.971453696,2021-10-25 19:06:58.089288960,0
Device_3,10.163.2.6,token_$AUAMxTj_2021=,2022-07-07 06:31:51,0.91771425,81,84,239.8375096131656,271.52224871803014,159.3524277862595,59.10133118,Telemetry,2021-10-26 05:04:08.914657280,2021-10-25 19:06:46.802003200,0
Device_1,10.163.2.7,token_MBftCNa@_2021=,2022-07-07 06:32:40,0.7387319001880113,92,73,211.77648227163866,287.0675853948089,122.85494863724955,69.84932784,Telemetry,2021-10-26 05:04:07.762462208,2021-10-25 19:06:42.024633344,0
Device_5,10.163.2.3,token_PLzaCGwe_2021=,2022-07-07 06:41:25,0.21905033104124302,91,89,153.50025390357732,530.9211000854467,194.06780116806908,72.17991412,Telemetry,2021-10-26 05:04:07.720847872,2021-10-25 19:06:46.176053760,0
Device_1,10.163.2.6,token_DRnU5BVY_2021=,2022-07-07 06:07:06,0.91771425,80,85,163.42784623836846,247.43320775830784,104.1952956893537,59.10133118,Telemetry,2021-10-26 05:04:07.858245120,2021-10-25 19:06:55.864298240,0
Device_7,10.163.2.1,token_PLzaCGwe_2021=,2022-07-07 06:11:55,0.9067767445895498,87,100,239.97583360000002,186.26726619999997,128.89048235134976,81.75959443,Telemetry,2021-10-26 05:04:07.736135936,2021-10-25 19:06:55.844596736,0
Device_5,10.163.2.3,token_DRnU5BVY_2021=,2022-07-07 05:53:38,0.91771425,85,96,104.37030037958525,538.1459439152677,71.24160885874336,72.07531424,Telemetry,2021-10-26 05:04:07.612973568,2021-10-25 19:06:34.471016960,0
Device_9,10.163.2.7,token_Alu5lM!l_2021=,2022-07-07 06:07:02,0.555589627746359,70,86,131.66001305985662,268.7457472544423,52.97325615,77.97783652,Telemetry,2021-10-26 05:04:07.595026176,2021-10-25 19:06:45.045940480,0
Device_7,10.163.2.3,token_I!!rf&DI_2021=,2022-07-07 05:56:25,0.91771425,97,99,198.69942077033264,186.26726619999997,104.04851399061357,59.10133118,Telemetry,2021-10-26 05:04:07.610513408,2021-10-25 19:06:49.560301056,0
