timestamp,uv,temperature,humidity,volt,rotate,pressure,vibration
2021-10-25 13:00:00,0.0955846880212578,166,74,405.0228446090434,186.26726619999997,176.7142426,80.7240900263252
2021-10-25 19:00:00,0.15713243349685307,70,74,285.02771592077863,186.26726619999997,176.7142426,65.79631160906376
2021-10-25 15:00:00,0.5410276760886119,70,198,97.84500357,279.79779180410577,162.37615397,91.76292180130571
2021-10-25 13:00:00,0.9458109306864935,70,198,97.84500357,637.5991410058903,158.58354811,60.0205363
2021-10-25 21:00:00,0.050265646,137,94,97.84500357,186.26726619999997,176.7142426,60.0205363
2021-10-25 05:00:00,0.7693270545067791,88,96,363.7517564229332,186.26726619999997,139.09606212,64.92236492795651
2021-10-25 16:00:00,0.050265646,95,74,367.3036216088879,309.3027821103314,176.7142426,79.07210724504972
2021-10-25 17:00:00,0.48926159246712836,124,75,468.8067485543469,186.26726619999997,176.7142426,60.0205363
2021-10-25 14:00:00,0.28610353925607485,104,80,360.99765588280695,595.1516293528254,176.7142426,74.42494148822801
2021-10-25 03:00:00,0.050265646,122,74,446.5944287337203,229.73090688448866,108.35367815,183.95088751458178
2021-10-25 04:00:00,0.1553045997776611,82,74,332.16855993728575,186.26726619999997,176.7142426,60.0205363
2021-10-25 09:00:00,0.050265646,196,90,322.46023882233015,491.5877319616078,176.7142426,69.91977772471532
2021-10-25 09:00:00,0.5364393717857591,93,168,97.84500357,186.26726619999997,176.7142426,96.54018603401346
2021-10-25 22:00:00,0.050265646,196,74,317.13649101521656,186.26726619999997,175.60347602,74.00006127059056
2021-10-25 12:00:00,0.8547629462122557,70,74,282.98625081589364,186.26726619999997,176.7142426,128.25651718381303
2021-10-25 17:00:00,0.8935497130006413,70,74,188.12755651470502,582.5484203957983,115.2840091,60.0205363
2021-10-25 22:00:00,0.3472865026543116,70,113,97.84500357,186.26726619999997,176.7142426,60.0205363
2021-10-25 19:00:00,0.462925020567657,70,74,162.04122916845856,553.853942197406,176.7142426,93.35706169492906
2021-10-25 18:00:00,0.12024098760065166,72,74,200.14253608625185,186.26726619999997,131.95931218,101.80358249016184
2021-10-25 17:00:00,0.050265646,196,162,382.10704667861717,186.26726619999997,168.85736746,105.36282298572702
2021-10-25 19:00:00,0.11972199513711074,70,74,317.99246153680974,186.26726619999997,159.77276059,100.11049454698083
2021-10-25 20:00:00,0.12924726063122666,71,74,698.3023381590768,318.75375599903566,174.1965715,60.0205363
2021-10-25 17:00:00,0.26659282187239536,70,97,415.5505767709259,186.26726619999997,111.86535383,60.0205363
2021-10-25 09:00:00,0.050265646,70,74,136.02915795574984,186.26726619999997,166.05538671,79.91923987177357
2021-10-25 13:00:00,0.050265646,115,74,997.8450036,262.87864894424416,135.86936695,79.56087800942781
2021-10-25 18:00:00,0.050265646,99,104,400.40972720186187,186.26726619999997,176.7142426,124.07381635509464
